Victoria Falls Hotel,-17.9296716,25.8417585
Victoria Falls Safari Club,-17.9185609,25.8188259
Stanley & Livingstone Boutique Hotel,-17.9995711,25.8100543
Musango Safari Lodge,-16.8384621,28.3896106
Kingsmead Guest House,-17.7605629,31.1029586
Sandalwood Lodge,-17.7757411,31.0501957
Big Cave Camp - Lodge On The Rocks,-20.504408,28.43525
Rainbow Towers Hotel And Conference Centre,-17.8310941,31.035226
THE ELEPHANT CAMP,-17.974468,25.8456467
Palm Tree Place,-21.0167066,31.69211
